centroid_max,centroid_min,centroid_mean,centroid_std,centroid_kurtosis,centroid_skew,flux_max,flux_min,flux_mean,flux_std,flux_kurtosis,flux_skew,rmse_max,rmse_min,rmse_mean,rmse_std,rmse_kurtosis,rmse_skew,zcr_max,zcr_min,zcr_mean,zcr_std,zcr_kurtosis,zcr_skew,contrast_max,contrast_min,contrast_mean,contrast_std,contrast_kurtosis,contrast_skew,bandwidth_max,bandwidth_min,bandwidth_mean,bandwidth_std,bandwidth_kurtosis,bandwidth_skew,flatness_max,flatness_min,flatness_mean,flatness_std,flatness_kurtosis,flatness_skew,rolloff_max,rolloff_min,rolloff_mean,rolloff_std,rolloff_kurtosis,rolloff_skew,mfcc_0_max,mfcc_0_min,mfcc_0_mean,mfcc_0_std,mfcc_0_kurtosis,mfcc_0_skew,mfcc_1_max,mfcc_1_min,mfcc_1_mean,mfcc_1_std,mfcc_1_kurtosis,mfcc_1_skew,mfcc_2_max,mfcc_2_min,mfcc_2_mean,mfcc_2_std,mfcc_2_kurtosis,mfcc_2_skew,mfcc_3_max,mfcc_3_min,mfcc_3_mean,mfcc_3_std,mfcc_3_kurtosis,mfcc_3_skew,mfcc_4_max,mfcc_4_min,mfcc_4_mean,mfcc_4_std,mfcc_4_kurtosis,mfcc_4_skew,mfcc_5_max,mfcc_5_min,mfcc_5_mean,mfcc_5_std,mfcc_5_kurtosis,mfcc_5_skew,mfcc_6_max,mfcc_6_min,mfcc_6_mean,mfcc_6_std,mfcc_6_kurtosis,mfcc_6_skew,mfcc_7_max,mfcc_7_min,mfcc_7_mean,mfcc_7_std,mfcc_7_kurtosis,mfcc_7_skew,mfcc_8_max,mfcc_8_min,mfcc_8_mean,mfcc_8_std,mfcc_8_kurtosis,mfcc_8_skew,mfcc_9_max,mfcc_9_min,mfcc_9_mean,mfcc_9_std,mfcc_9_kurtosis,mfcc_9_skew,mfcc_10_max,mfcc_10_min,mfcc_10_mean,mfcc_10_std,mfcc_10_kurtosis,mfcc_10_skew,mfcc_11_max,mfcc_11_min,mfcc_11_mean,mfcc_11_std,mfcc_11_kurtosis,mfcc_11_skew,mfcc_12_max,mfcc_12_min,mfcc_12_mean,mfcc_12_std,mfcc_12_kurtosis,mfcc_12_skew,mfcc_13_max,mfcc_13_min,mfcc_13_mean,mfcc_13_std,mfcc_13_kurtosis,mfcc_13_skew,mfcc_14_max,mfcc_14_min,mfcc_14_mean,mfcc_14_std,mfcc_14_kurtosis,mfcc_14_skew,mfcc_15_max,mfcc_15_min,mfcc_15_mean,mfcc_15_std,mfcc_15_kurtosis,mfcc_15_skew,mfcc_16_max,mfcc_16_min,mfcc_16_mean,mfcc_16_std,mfcc_16_kurtosis,mfcc_16_skew,mfcc_17_max,mfcc_17_min,mfcc_17_mean,mfcc_17_std,mfcc_17_kurtosis,mfcc_17_skew,mfcc_18_max,mfcc_18_min,mfcc_18_mean,mfcc_18_std,mfcc_18_kurtosis,mfcc_18_skew,mfcc_19_max,mfcc_19_min,mfcc_19_mean,mfcc_19_std,mfcc_19_kurtosis,mfcc_19_skew,tempo,label
2.691198032117249,0.6337647090936444,1.3245278253934112,0.41419425910283997,-0.15307018223972246,0.6913391667252117,8.609831,0.0,1.3763235,1.4272797,4.557058631679195,2.06498469838056,0.39793068,0.026391696,0.113129914,0.06475137,1.8026119813336106,1.3643948946509643,0.20947265625,0.017578125,0.0514017032820959,0.035431452423898294,2.473814949215863,1.7004686609905941,49.53912315827344,4.854524090350276,21.4102430845934,7.130177371987434,-0.23558488547624856,0.7377418595382293,2.6811506591468706,1.236443801585979,1.8278501317079445,0.27988742333942707,0.027635255045385332,0.6728694180404554,0.010169807,4.7400634e-05,0.0011992463,0.001290221,11.316866006584794,2.7805488436565806,5.792431640625,0.581396484375,2.7114849187935035,1.0374750877320282,-0.49327906003712796,0.12954925747135412,-73.96017,-320.58655,-209.80392,44.369503,-0.39257767365924057,0.02196425401097743,99.974556,0.100285,14.183704,31.960302,1.6454399483977529,1.8808749803601572,61.64186,-75.74507,10.309393,25.73227,-0.2007439450099202,-0.5427474502310664,87.453545,0.25916106,47.016357,12.182557,0.3781494680073787,-0.10294528943192872,39.4971,-34.487495,6.478226,10.094635,0.5990508113268116,-0.5627643394164924,53.17272,-22.85441,15.41512,12.090126,0.014639158098475935,-0.20001218842919774,25.959454,-33.6482,-2.0159416,8.332613,0.7580700625483434,-0.30022836968625993,36.980354,-34.05921,6.7262187,8.718923,0.5662453986670251,-0.17747750074377702,0.7180797,-61.13082,-21.543222,9.819252,0.3778458588587923,-0.41073594444090195,49.48905,-12.006659,10.720835,9.7908325,1.3594832108125585,1.0263577967873696,25.324741,-31.177452,-5.5328465,9.521119,-0.006017660675857073,0.3074751633934953,20.227455,-29.513935,-2.1957276,7.6940355,0.09234126284515165,-0.06724354591850157,21.711115,-27.524166,-3.0491858,7.23287,0.2223496892126846,0.24819440240157797,40.860344,-17.787758,8.643512,8.470863,0.7436954879379374,0.40106882733137267,36.40822,-26.939098,-0.30701298,8.282721,1.6354782305746083,0.5390505774607761,52.31706,-28.159435,-0.63291764,9.41167,4.8054629014058925,1.3036974813984135,41.722397,-26.597538,-2.9335587,9.868648,2.5155038480642586,1.1214703700583997,51.655243,-26.030022,-1.7062988,10.21017,1.883956659546417,0.8085678008434143,35.328503,-33.71399,-1.7673149,9.424652,0.2227180046096109,0.49637586536752976,32.78711,-51.498657,-7.755139,10.669385,1.666428632643334,0.23125699381894943,107.666015625,0
5.245837316092019,0.31392903688960905,1.1513104954192077,0.7173900443644166,6.609094844585558,2.066089819119276,13.768804,0.0,1.1772795,1.5555488,14.911944862228008,3.3089018872266083,0.3760914,0.006328876,0.08582264,0.05127434,3.2734773157065575,1.4346207766299357,0.3779296875,0.00830078125,0.03532089858855375,0.03075730664704145,43.683478631320106,5.412806833140586,61.541859194355425,3.061994827444023,26.35746199542535,8.046402180194967,-0.37694644116088627,0.5644854309247319,3.1896284625245195,0.7258789033962406,1.7095320968704368,0.5746698335279278,-0.8034229511273558,0.38760040558878717,0.06007096,2.440591e-06,0.0007781968,0.003493563,157.85123038539862,11.480988650908158,8.031884765625,0.2691650390625,2.3121797282845127,1.9799028795390936,-0.058709254328527916,1.0851157870840855,-115.494125,-436.51215,-301.70804,71.17029,-0.7660094051993163,0.47989754508163995,99.93365,-18.06759,19.73011,35.755795,-0.02295244279986397,1.351829120810323,72.74963,-31.14455,21.896053,17.366556,0.24820038202338113,-0.35370405906061464,60.249397,-23.784771,16.150568,15.556698,-0.4443777987728432,0.04854592524062688,52.23343,-46.885654,8.198791,16.848637,-0.1874629411117943,-0.513052713785184,60.11052,-12.884907,22.081917,11.759881,0.3843863738785962,0.18440761999130392,30.048069,-71.89382,-8.601798,16.760689,1.0524354475950224,-1.011340811263387,36.30518,-27.78688,1.4827532,10.9965515,-0.24342452882453802,0.27937741484465245,11.687744,-53.33745,-17.077759,10.637947,0.012327112746778113,-0.2750940393562865,27.771875,-32.929924,-8.343712,10.65162,0.6116215852366871,0.7553370989241956,7.6678696,-49.362663,-17.010778,10.31875,-0.031026731409711683,-0.5627122464406445,26.82545,-39.141167,-10.576027,9.443257,0.8148227583642824,0.5539375386505856,12.454765,-48.486088,-15.687029,8.847081,0.5104102805803805,0.19443774542134792,24.611776,-41.67193,-12.606835,9.086528,0.026157454472208297,0.26387223321587716,42.389133,-40.923668,-12.262773,9.54212,2.049205794373542,0.6633498612042511,36.938644,-42.619,-14.563126,12.04748,2.0657184881485655,0.907106371925964,44.942253,-39.006428,-10.112008,11.943161,3.6652667758299353,1.3314408868307557,32.52413,-27.055107,-5.792038,8.875415,1.9679612434922573,0.8976461246594979,27.785515,-33.760353,-7.775544,9.417598,-0.11613855566846043,0.0613441990609962,22.83489,-41.8297,-7.1875286,11.7215605,-0.19193771877895127,0.1441271286622702,117.45383522727273,0
5.484791616019461,0.47366364437564346,1.379023680302829,0.7422739021469078,7.6178694216777405,2.3359713543142617,9.632881,0.0,1.3657365,1.1926304,5.836880734105405,1.9968694208054796,0.36087257,0.04688006,0.17000204,0.05650515,0.2578433030778098,0.5497116183348497,0.35205078125,0.0126953125,0.039366118039443156,0.030750114988892845,27.655033553502335,4.502587131462344,63.26831725472612,7.023346549168075,26.842612189703974,8.624495940011537,-0.6689624938427392,0.6245617162945878,3.2271112740047823,0.9635227251485605,2.0037311334330457,0.5192143803276208,-0.9065046153741587,0.22410506176101094,0.020527536,4.6773216e-06,0.000699205,0.0017575239,45.96612791638579,6.16250392135559,7.79501953125,0.3983642578125,3.0156143507105573,2.138622988411464,-0.9358586513731351,0.7191089302216221,-65.11007,-344.33694,-206.93233,45.00081,0.08941629065799628,0.16366967741252053,99.934235,-9.61017,15.298994,32.440002,1.2841248823873732,1.7664346928377235,69.61902,-37.000847,23.241365,16.767239,0.37460141737165875,-0.17520238888350945,85.52528,-36.96163,28.308992,16.16462,0.6766521501234779,-0.2805970075403299,36.766026,-46.499542,-1.126013,13.957168,-0.1062673721634706,-0.36187178394740455,70.24959,-12.091646,18.867393,12.685312,0.3595250034294435,0.5809673269241709,11.140356,-63.91896,-21.973022,14.575561,-0.5976526370206461,-0.25705286722585785,57.34482,-11.858714,17.844067,11.717653,0.6487291485929112,0.570552874617573,17.373411,-66.19988,-25.595348,14.146356,-0.1953916197069061,-0.03326167983984843,31.642519,-25.20941,2.139523,10.152356,-0.36454187496957546,0.20403356364405076,7.893158,-46.796886,-17.782476,8.550712,0.2770763366925557,-0.17498492955491698,17.21684,-35.498844,-8.011028,7.7710986,0.1761814397364434,-0.10766985702416702,8.432612,-42.133106,-17.610441,8.53409,-0.06563670467105087,0.14073099295755642,17.17986,-38.9658,-8.119411,9.273124,-0.055711685881727036,-0.12386898098066956,20.259811,-41.383896,-8.629656,10.755866,-0.12884726374821653,-0.2933214116897118,10.988952,-41.27836,-15.530965,9.260223,-0.423901946373038,-0.04138166868218577,10.430075,-36.94596,-15.322778,8.836134,-0.23864181713417265,0.26825182850273305,17.610529,-33.589264,-9.662424,9.858574,-0.324568889493563,-0.013652946899529365,14.109629,-31.595455,-10.0919695,7.4370303,-0.1412480020163036,0.017853712284250457,13.157862,-38.965446,-17.832165,9.538586,-0.10661226230752785,0.4733254847202571,151.99908088235293,0
3.001653643576496,0.8967000049699149,1.7391187836453277,0.38064610412319905,-0.004877162586752526,0.34408131012383214,5.6224875,0.0,1.2795707,1.0556477,1.1997360868031413,1.3121352258910361,0.23061086,0.08255059,0.14828186,0.026626002,-0.55866607714584,0.004675302892458274,0.11181640625,0.01318359375,0.048048310010634185,0.016315251808262494,0.4825144586027532,0.6729163045932721,46.59744994008071,6.442606819604861,21.932531868940227,8.184886722037236,0.5649239752041111,1.215758742086559,2.8985551749145113,1.6305129214931047,2.2903629155817384,0.2556885087243592,-0.6143160339557645,-0.03809955500909977,0.010662833,0.00017044008,0.0016977652,0.0012230504,6.093782301325708,1.943163729405486,6.5999267578125,1.76572265625,4.5510583014609916,0.9053710577318088,-0.4893627637010387,-0.19425191495080793,-94.948074,-249.2935,-163.24342,25.884182,0.003834607527414491,0.08236411287125016,99.96994,0.10003148,63.12884,37.131157,-0.7864053760478749,-0.984491062740416,48.283375,-21.964397,12.974767,11.615901,-0.01643187520400735,-0.012365445388730908,99.08026,59.98519,80.69835,6.5843234,-0.2528668335372797,-0.019696027005505927,21.961514,-11.85483,3.663785,5.734117,-0.22354736753994153,0.1524307176988058,59.690613,21.182007,39.734093,6.242048,-0.16843998190884468,-0.09936235684478006,14.399939,-31.915344,-5.409266,6.6345787,0.18129857910822134,-0.14690979886375144,41.19474,5.915353,26.490929,5.623763,0.20032852222480546,-0.42833390491779255,6.18391,-33.604446,-13.169032,6.162309,-0.009380383294292916,0.22410656866267104,19.90112,-18.383627,2.7055442,5.991012,0.17160265917288964,-0.24568799735604846,10.092075,-34.213715,-20.547697,6.239224,1.4794034379978136,0.8027681050506645,24.592194,-11.329969,6.011405,6.1436706,-0.12609980763198436,0.19567814851894968,19.845234,-21.772305,-2.9064913,7.0871434,-0.15252480980815175,0.32680808344572115,22.35233,-15.246218,-0.43132123,5.655089,1.1593927447173922,0.6689549195071232,6.143009,-35.869675,-17.537825,6.2372527,0.6879542288115146,0.6209473933306646,23.621365,-14.212124,4.16445,5.6637535,0.5982279723870123,0.35192195217438,14.418329,-23.07489,-5.9858313,6.005094,0.22276829445933766,0.2784993705279855,15.757473,-22.96517,-7.8653197,5.6528563,0.03704647135796568,0.18945083594034426,13.88545,-22.965628,-8.567486,5.63988,1.0387030187766673,0.5073963215068183,32.071934,-17.631332,1.8536397,6.5438843,2.0551157359639003,0.9165346733183565,129.19921875,0
2.496072311012481,0.37363688865220995,1.0890053437267553,0.48132410232654177,-0.2743983669667567,0.8325613707958197,11.600145,0.0,1.5880096,1.7387147,5.332485660978797,2.1632649847070953,0.27092633,0.019267619,0.09327623,0.046376355,0.8549944869522079,1.0405983122576867,0.154296875,0.0087890625,0.048326248912412995,0.029071729672521987,0.6747925203981229,1.1382468858524892,46.559677824586466,6.359923106949074,21.7152720551528,6.35710881864027,0.0926232470485,0.4763993652368303,2.3675512279539728,0.8495416003808788,1.4110016369489493,0.2641286182082762,0.31154818378050164,0.7228375912673373,0.0068206377,1.1156323e-05,0.00046198413,0.0006178951,15.094183009916836,3.1449315495605585,5.1356689453125,0.3337646484375,2.13541761075261,1.039989055283002,-1.0945876099060268,0.08469849570166298,-76.57983,-398.8249,-245.68724,72.08507,-0.7612953048044138,0.05077589216865309,99.81349,0.10068289,8.16989,24.636871,6.167321149577596,2.819777976051979,78.83075,-76.390785,-2.7912185,28.21038,-0.5298806343636815,0.10917280982738216,99.80432,0.10043693,57.356808,19.849411,0.6320605902920322,-0.3448990698496014,53.01227,-33.38017,18.903513,15.344066,-0.13375237664258943,-0.6072016786289197,49.358414,-34.2734,9.828394,9.991209,1.4081957094409177,-0.271921588821011,34.655792,-28.817472,3.563824,10.888111,-0.2494060037151571,-0.0855672261271999,34.447353,-28.138216,0.52286255,9.659253,0.3635499963663915,0.4096712644532959,11.219564,-53.54915,-16.378489,11.362887,-0.2019807566987124,-0.41928246829451266,42.231384,-20.43495,6.6293535,10.258175,-0.025533846793237558,0.3697453398339039,43.174866,-17.965652,7.2584243,9.839572,0.41900753212351516,0.6981393501933221,19.69696,-32.23047,-4.021235,8.445612,0.002636346892311181,-0.16038565158599846,29.240992,-23.295906,1.601125,8.541871,-0.06683155445611888,0.13421566786986097,40.28675,-16.237728,5.8965745,8.868791,0.6980254185117603,0.7077601623424726,21.537418,-24.926437,-3.0172145,7.484073,-0.0386411954867838,0.019583368558883214,25.29088,-26.431183,-4.7756925,7.6395893,0.37484788940041325,0.3985639192250454,23.842422,-28.841673,-3.0362885,8.106486,0.44945425806826567,0.2458506637149982,21.06739,-27.165522,-1.9979147,8.056681,-0.23074819192478913,0.1714563407178924,22.49789,-21.85588,-0.049571756,7.9330635,-0.14307579486381572,-0.01699684485192724,27.087929,-29.154062,-3.9618294,8.050929,0.09078942536378065,0.046311530173535134,172.265625,0
3.917049652894573,1.2929528050987071,2.14812910424686,0.40799671112341446,0.49188872863561306,0.718255969774229,7.7595706,0.0,1.2426265,1.0899634,3.9089504321864963,1.8921641081846654,0.2171427,0.058725934,0.123896696,0.030328287,-0.5658470365109696,0.32380160998264607,0.21484375,0.02197265625,0.09876687270398299,0.036190426062726676,-0.551596406879677,0.38274208414866856,48.129244797460856,6.3719139835269445,21.60565674998248,9.024179722181863,0.8517853636696242,1.3711142778838927,3.1003005620406676,1.6312402073018197,2.204082986875012,0.2829101962764131,-0.17409904353091887,0.6098101559082889,0.041248955,0.00073681277,0.0057280017,0.0053134277,8.233511239359135,2.556247848585522,7.773486328125,2.4870849609375,4.672105545787413,0.9071665890528745,-0.00623998432159345,0.770737137553978,-15.340859,-209.45927,-106.39663,38.9454,-0.7154670988226339,-0.04599606795350649,99.95492,0.10000926,36.095413,43.136604,-1.7732984793831137,0.40116098873278033,31.660912,-75.355515,-20.160872,19.253923,-0.27518899120920315,-0.3709057440803455,96.75765,0.10344603,58.789093,11.417492,3.9028304322900844,-0.3078731166356103,16.155449,-44.925674,-9.9604225,11.405254,-0.202335580159009,-0.24180362040045478,58.208115,8.0304165,33.702366,7.7197647,-0.11775234563178527,-0.1064909427576201,30.58555,-36.987198,-14.187068,10.853048,0.6209035010158988,0.7390686962507186,47.17247,-11.298359,23.52456,9.680757,0.025689905294806525,-0.4224696819755976,9.187651,-36.098587,-13.328019,7.8752,-0.33616264243436467,0.020111775545199183,46.231754,-11.372389,16.00551,8.892002,-0.0781312275159336,0.18368279074403215,11.5141735,-39.581703,-18.926493,7.869692,-0.3504685454122787,0.14100484863627036,34.226093,-17.339838,7.824947,8.304456,-0.1630357059919314,0.18614152076478765,18.27551,-30.698025,-7.7978344,7.1151,0.1831085510629702,0.3099740866284035,28.04259,-18.036919,4.040652,7.3404746,0.09358489674787851,0.204131037100974,11.802755,-36.40695,-11.352144,6.102131,0.7819653275306835,0.02352561483575603,24.674173,-21.935818,2.0696385,6.852303,0.4858503705053616,-0.08397725492491481,13.737794,-19.429245,-5.736971,5.675126,0.39836991300996694,0.4065178168023398,19.620516,-29.128101,0.46918032,8.10897,0.2898870727279421,-0.533892188890065,23.809715,-29.081802,-1.9118732,8.078155,0.05409714431602897,-0.13585321790760355,38.075275,-22.424088,-3.134414,6.8252473,1.515137274115589,0.37052293226541083,123.046875,0
2.6516989614533206,0.4500749529174875,1.1988570181145513,0.4024258380973526,0.3766471261548152,0.7688370933469044,16.735926,0.0,1.434356,1.8847373,10.114939018517438,2.794500884630035,0.56240535,0.01094937,0.07705383,0.077019714,13.382501580721534,3.2013685113162906,0.244140625,0.00537109375,0.05197268646075019,0.03855994632178308,2.9140462450705176,1.6070846394101117,49.224497856976484,3.1323629964258837,21.95186306026403,6.23474506362063,-0.6368055971709978,0.185767774250624,2.588280529347534,0.9184264421765385,1.5733099536449588,0.28997649449228435,-0.11698082460491,0.32166345782970035,0.0054447763,4.5124557e-06,0.0004585821,0.00053118455,21.974239879172977,3.829384762312917,5.6739990234375,0.3983642578125,2.4788330644576564,0.9964918328705511,-0.29641650729132474,-0.20829715250107828,-62.908295,-422.61118,-284.64056,78.75625,-0.8200916329669488,0.10280445393852224,99.99953,0.100005545,31.265963,40.689034,-1.5377790335768842,0.5978170091879353,76.74297,-114.96236,9.085324,38.012424,-0.01961236490336349,-0.6054809361210446,99.85811,-11.191002,49.487957,16.675419,1.05372747853733,-0.09432086687345415,53.547432,-36.453857,18.071894,14.520166,0.6889836430272465,-0.8455798737637445,43.991447,-33.67659,7.6021533,13.486546,-0.22130958231729947,-0.26065462738019496,36.6709,-35.12384,8.755716,11.045978,0.843711974126871,-0.6573272679429475,28.014465,-31.500961,2.3540907,10.155268,-0.16519831499602322,-0.32648534424625614,23.82677,-48.01367,0.0033667993,9.6673565,1.5620380175876285,-0.7323683602725914,32.910545,-29.991375,2.2484963,10.299798,0.433178037948867,-0.22099452743219097,36.381012,-23.132814,4.1991243,9.182453,0.7645032787975081,0.5826681057540647,33.775574,-31.399757,-3.283063,9.886891,0.6079816202743715,0.5115603277278726,30.08781,-25.48875,1.6176822,8.281033,0.31972025117829705,0.0027736552190985196,38.965553,-24.452812,2.679472,8.615842,1.3474086590002772,0.10975368808918944,52.792545,-26.977211,3.3437948,9.583962,5.0010653445675075,1.1719488764675932,51.216724,-23.332348,3.2793777,10.7633095,1.786509181228264,1.13627582953287,44.803047,-30.174664,-4.5331836,11.739321,3.3242308495874298,1.510975137878549,53.589867,-22.721706,0.48806825,10.289066,3.3466182872902284,1.288385900824173,59.458435,-27.418053,5.9214964,11.856818,1.2691114059977346,0.5555896025168916,48.14757,-33.460564,3.2215705,13.026605,0.13126504563143548,0.11328775169736935,83.35433467741936,0
2.3045120283005507,0.40625675775623643,1.1093207632048687,0.3724112593583791,0.13694315765384824,0.7657784966460215,10.319412,0.0,1.472139,1.6877785,6.69288541307788,2.4568882949668644,0.4239281,0.02366804,0.0891659,0.05580618,5.411762298086369,1.993768768461015,0.21923828125,0.0107421875,0.051697390999613305,0.03659598303130558,2.9104103228921616,1.706561428296176,46.672290115598216,4.9395981592733715,21.024439016154517,6.296874278536545,-0.78346423829103,0.18503061551488603,2.304951374414527,0.8549373813907181,1.463110786018259,0.19406754031062143,1.2549872892305798,0.40848730379196374,0.0022794548,1.1472314e-05,0.00039971436,0.00030980606,4.591184909666897,1.750043047404778,4.974169921875,0.3552978515625,2.2433167778422276,0.9155619328798742,-0.5478324242973778,-0.45565199087553576,-111.914856,-389.4153,-249.31532,63.068672,-0.921037092327563,-0.028330724762548252,99.869965,0.10014732,5.3241763,21.144714,12.983070423005879,3.8563963012939735,81.22456,-117.31619,0.67786974,39.736237,-0.5052978612316985,-0.18285439062969147,99.92067,-2.4151006,65.32489,18.31454,1.617531098838187,-0.8944373320159423,63.067665,-19.610882,17.911272,13.546629,0.05442781537580199,0.15957598907895165,38.698967,-33.002705,4.623277,13.160499,-0.18387660402263606,-0.3268110657455623,33.72128,-30.47776,6.603809,9.8191,0.09172876417900833,-0.4697219258623299,37.454487,-29.163956,1.2421159,9.912778,0.2911208756079171,0.016049700160925856,24.359022,-32.78877,1.4099408,8.702796,0.4702158721043932,-0.4345095287701692,34.22619,-23.227268,-1.5849273,9.579125,0.7997433283521578,0.7267986066729454,30.991955,-24.288498,-0.9725388,10.062399,-0.010945291319831796,0.5070765354525335,38.68524,-28.333607,-3.5726156,9.225783,0.6161441879956482,0.3435047568631209,48.85086,-28.375696,-2.9297996,9.288097,2.42660289483842,0.7682091431299263,63.274452,-17.931217,4.5961614,7.900619,8.18020599317445,1.4846551514169715,54.58658,-24.869507,7.480731,9.572787,2.576438349521239,0.20924947690973772,41.66829,-28.078241,-0.1930645,10.030955,0.8634728569399113,0.8814896166863151,36.22049,-27.62841,-2.8259156,9.345211,0.7780945626672624,0.5932149613720378,22.781345,-26.79069,-2.6829553,8.791097,-0.16028828390350425,0.2351354024394559,24.995018,-30.339886,0.74113846,8.71922,0.21975630255389866,-0.2612365596028608,29.28618,-30.642244,-0.52923673,8.224823,0.33308151862267854,-0.03535065372562112,92.28515625,0
5.984872961130611,0.2813015004377234,1.3097746511778676,0.8695606669624182,8.835103061928608,2.5465561491012085,11.562636,0.0,1.1749363,1.4731779,12.514115340069404,3.1120915410282994,0.31318465,0.0015190063,0.10122466,0.06275847,-0.08787993566078756,0.7372978863144196,0.53076171875,0.0087890625,0.03938839846771075,0.0561969361557821,38.81339488782472,5.745561019035662,55.01058485189401,3.8125431473371902,26.981117528082606,8.189898123688726,-0.5565536684768202,0.44130797755691903,3.2747345762621394,0.6876559923268395,1.8832581499910954,0.5331245793866922,-0.6474708574019936,0.4386768323994243,0.0327093,1.5195433e-06,0.0012316748,0.004043715,25.06258501271931,4.907596977879857,7.8919189453125,0.2045654296875,2.7652346582257827,2.164909448961614,-0.5486191812185663,0.9022209776629782,-61.323677,-498.87622,-288.7327,72.931725,-0.3097915703494163,0.08300904181974032,99.99003,-66.52433,26.50061,40.210026,-1.0557812902523052,0.8245304202079273,86.914246,-56.27279,18.776207,20.827404,0.7140136484160666,-0.08419411361218397,62.638596,-33.465366,23.682646,18.50763,-0.2426318111165231,-0.6177092733533841,44.511986,-63.08577,5.6820407,19.532705,0.5872939062366136,-0.9463376388917754,70.11528,-13.511705,25.54894,12.815783,0.28617917650195634,0.15601410111095365,17.56751,-67.494576,-13.463247,15.106858,0.8811353412072087,-0.9475784615232671,49.821724,-16.474712,12.437668,11.2085905,-0.006009706678586912,0.2786831536046818,22.882366,-69.87009,-11.96367,14.010676,0.47743607373749164,-0.7734482187291069,49.998665,-26.862099,1.5746144,11.502111,1.0706080845576222,0.4770259563449492,14.769242,-61.18232,-15.640524,11.236612,0.6322278643038639,-0.3082409556369811,21.11578,-50.102386,-6.632071,9.041329,0.7951980478665943,-0.3579611369763341,15.436533,-44.88266,-11.693039,10.121297,0.03079670453521066,-0.14473646159878495,29.19816,-39.791252,-2.926763,10.258905,0.36474037359464573,-0.05549117170033876,26.962631,-29.781301,-7.375716,9.059667,0.665422180152897,0.2578209418176687,4.945199,-35.010536,-15.69388,7.382974,-0.2932867689456482,0.00045090151835905444,8.942542,-36.903957,-10.976883,7.8236628,-0.034488947091873445,-0.3156306290759106,8.711428,-37.83034,-10.892729,6.7069335,0.3911423292902345,-0.11365582377564956,5.2667384,-44.19654,-18.505384,7.474824,0.3704318484895235,-0.2818039881654962,16.951706,-47.661785,-19.104548,8.680189,0.6999047456840537,0.3341782399789369,143.5546875,0
2.938321720187003,0.48811584018219584,1.1954981307417583,0.4995405717542933,0.08246507691797333,0.7743275105709081,11.243209,0.0,1.5637485,1.7148488,7.177408632658835,2.43015605002605,0.3188255,0.017791739,0.09761591,0.05076659,1.3804282450149303,1.137965515126971,0.23388671875,0.01220703125,0.05888603900812065,0.042406678445582685,1.4562927405865018,1.334640305642566,52.19952421202052,4.326012360440814,21.48142241197317,6.515128176560844,-0.052487353799167025,0.5475624316501924,2.4075175967511964,0.9738691408986492,1.4810226382418614,0.21651399910866626,1.225475049166537,0.3906021629706835,0.01514959,1.9301671e-05,0.0006423696,0.0009484318,83.78323829493465,6.940500378082653,5.8031982421875,0.4414306640625,2.2356144526718387,1.0990453312721757,-0.9499881001176176,0.03780992646028454,-64.86793,-412.23358,-236.67947,74.6769,-0.7437601342856439,0.26173837805468514,99.47003,0.10012718,3.8072646,16.80854,19.556753244598017,4.5707212021632575,71.953445,-96.24663,-4.9304795,34.16023,-0.6605757535755639,-0.10980382314522392,99.998215,-11.101738,47.577183,17.631214,0.09774827481704307,-0.18249874752327389,53.775158,-55.65261,5.1578503,21.593693,-0.4091780716816502,-0.5985941432404663,51.21553,-17.34798,8.887806,9.574885,1.3065018945751188,0.5628464388926327,31.387531,-30.871738,0.48740557,9.902548,0.3348441821927377,-0.3200036446440981,44.41987,-33.34583,-3.788342,12.609613,1.3166786919329656,0.9455531150719113,9.427466,-43.37355,-14.984866,8.794788,0.09993991042192008,-0.14585504614906095,53.227562,-14.383453,10.428946,10.222542,0.7893523329106298,0.8459586850643963,42.111496,-34.783287,-0.34138432,11.598304,0.1686818924444755,0.37264511710371667,30.545021,-24.83081,0.7833588,8.970518,0.12539547366119796,0.3333982218580249,29.43871,-33.07469,1.7809838,8.826694,1.087293873047523,-0.39743809268825026,35.91978,-22.157671,4.22956,8.580073,0.035111869377348004,0.15766364134898775,20.712732,-30.654362,-0.47476938,7.956115,-0.022590846917385665,-0.4313025385976301,25.668274,-34.648758,-6.104543,8.9846115,0.20844254777132454,0.18473224467628868,29.47185,-32.28077,-5.394643,9.772812,0.7345771486598376,0.3623246102304275,44.077866,-20.461624,-1.3449988,9.623555,2.45877383556042,1.3554436067169655,37.270065,-26.132376,-3.7254624,8.515971,1.3371962999338178,0.6909808386970628,29.873043,-31.275757,-4.3737106,8.181196,1.1035641305718702,0.12082829168989029,123.046875,0
